transaction_id,user_id,item_id,quantity,price,rating,timestamp,payment_method
T000037,U0778,P0151,5,431.23,2,2026-04-20 17:49:49,upi
T000038,U0359,P0269,4,381.9,1,2026-02-16 14:06:03,paypal
T000039,U0425,P0076,1,473.22,4,2026-02-16 09:14:16,paypal
T000040,U0697,P0145,2,318.15,3,2026-03-12 18:31:12,wallet
T000041,U0387,P0383,2,123.99,5,2026-01-29 05:28:51,debit_card
T000042,U0228,P0190,4,343.02,1,2026-03-22 01:44:27,upi
T000043,U0904,P0113,1,444.1,3,2026-02-24 13:00:35,upi
T000044,U0473,P0454,4,94.8,4,2026-02-06 14:07:52,debit_card
T000045,U0966,P0201,4,273.71,1,2026-03-26 22:21:51,wallet
T000046,U0937,,5,249.31,4,2026-02-22 18:03:04,paypal
T000047,U0628,P0140,3,,3,2026-03-25 12:10:15,debit_card
T000048,U0602,P0182,2,228.6,4,2026-02-21 01:00:04,debit_card
T000049,U0488,P0200,4,0.0,4,2026-02-25 00:54:39,paypal
T000050,U0894,P0077,1,479.57,4,2026-03-14 17:00:42,paypal
T000051,U0083,P0158,5,228.12,2,2026-02-27 03:12:49,credit_card
T000052,U0325,P0387,4,385.6,2,2026-01-27 22:38:45,wallet
T000053,U0060,P0404,1,325.24,1,2026-04-03 10:06:46,credit_card
T000054,U0816,P0210,3,205.23,5,2026-02-08 08:49:01,paypal
T000055,U0740,P0135,3,129.64,3,2026-04-13 23:55:43,upi
T000056,U0375,P0126,3,477.38,2,2026-04-16 04:44:16,upi
T000057,U0441,P0017,1,432.23,-1,2026-02-22 16:58:53,credit_card
T000058,U0876,P0293,1,44.37,2,2026-02-28 21:17:45,paypal
T000059,U0845,P0216,1,48.55,5,2026-03-25 20:40:09,wallet
T000060,U0754,P0205,3,496.87,1,2026-03-31 03:42:23,paypal
T000061,U0515,P0111,4,395.9,3,2026-03-12 15:31:27,credit_card
T000062,U0320,P0374,3,240.49,4,2026-01-31 18:35:41,upi
T000063,U0524,P0250,1,147.53,4,2026-04-04 14:59:10,upi
T000064,U0688,P0334,4,278.3,2,2026-04-20 22:21:32,credit_card
T000065,U0759,P0191,2,190.74,3,2026-04-06 21:20:30,paypal
T000066,U0018,P0270,5,43.22,2,2026-04-19 08:28:16,debit_card
T000067,U0004,P0374,2,291.38,2,2026-03-24 15:23:38,paypal
T000068,U0876,P0009,3,146.34,4,2026-04-17 08:48:35,wallet
T000069,U0548,P0217,2,458.17,1,2026-02-21 01:59:42,paypal
T000070,U0069,P0111,1,270.65,4,2026-01-24 11:13:33,upi
T000071,U0315,P0231,2,114.47,8,2026-01-31 09:13:24,upi
T000072,U0751,P0380,5,176.4,3,2026-03-19 10:53:40,paypal
T000073,U0848,P0066,1,102.11,5,2026-02-22 10:16:05,credit_card
T000074,U0018,P0477,2,459.0,2,2026-03-25 17:30:26,debit_card
T000075,U0859,P0183,1,273.26,4,2026-03-13 11:17:24,upi
T000076,U0491,P0155,1,109.86,2,2026-03-07 02:46:47,wallet
T000077,U0691,P0097,1,79.26,5,2026-03-08 07:07:17,paypal
T000078,U0923,P0484,4,388.5,5,2026-01-30 12:42:58,debit_card
T000079,U0974,P0319,5,390.15,3,2026-04-11 06:06:32,credit_card
T000080,,P0282,5,170.66,5,2026-04-09 02:06:27,wallet
T000081,U0536,P0156,1,459.17,5,2026-03-09 12:01:32,paypal
T000082,U0828,P0266,1,194.63,3,2026-04-09 06:28:26,debit_card
T000083,U0551,P0106,1,297.92,3,2026-03-29 20:49:25,credit_card
T000084,U0561,P0457,1,368.85,2,2026-03-29 02:22:03,paypal
T000085,U0887,P0198,2,136.97,5,2026-02-11 11:21:02,debit_card
T000086,U0106,P0353,5,439.39,5,2026-03-20 08:49:00,credit_card
T000087,U0861,P0301,1,0.0,5,2026-03-01 05:38:01,upi
T000088,U0927,P0099,3,54.43,1,2026-02-26 14:37:15,credit_card
T000089,U0202,P0128,1,172.85,3,2026-03-07 07:07:40,credit_card
T000090,U0976,P0033,3,119.49,2,2026-01-27 11:11:19,paypal
T000091,U0011,P0231,4,,1,2026-01-26 22:27:04,upi
T000092,U0370,P0315,5,158.51,3,2026-03-01 16:37:29,upi
T000093,U0760,P0430,4,126.32,3,2026-03-02 11:03:10,credit_card
T000094,U0802,P0286,2,302.84,1,2026-02-07 14:48:15,wallet
T000095,U0879,P0464,5,140.78,2,2026-01-27 15:10:53,paypal
T000096,U0701,P0043,5,459.51,1,2026-01-22 15:16:05,credit_card
T000097,U0940,P0356,4,491.28,4,2026-04-18 22:25:21,credit_card
T000098,U0018,P0031,5,321.86,2,2026-04-15 09:06:15,debit_card
T000099,U0820,P0379,1,208.2,2,2026-03-14 18:19:49,debit_card
T000100,U0156,P0352,1,320.08,4,2026-03-06 23:13:48,upi
T000101,U0175,P0333,4,419.47,5,2026-03-09 05:18:57,credit_card
T000102,U0542,P0100,3,253.32,1,2026-01-20 00:24:17,paypal
T000103,U0583,P0118,2,334.4,3,2026-03-24 04:42:54,debit_card
T000104,U0565,P0322,4,34.09,2,2026-02-09 05:18:26,credit_card
T000105,U0048,P0492,4,,3,2026-04-01 12:21:52,wallet
T000106,U0506,P0377,2,134.5,2,2026-04-01 16:51:36,credit_card
T000107,U0149,P0313,3,53.3,3,2026-02-12 01:37:38,paypal
T000108,U0694,P0263,1,356.18,2,2026-04-10 18:47:14,upi
T000109,U0017,P0413,4,31.52,5,2026-01-23 06:19:01,debit_card
T000110,U0269,P0007,4,393.76,3,2026-03-22 09:35:36,upi
T000111,U0978,P0412,4,349.37,5,2026-03-04 01:31:00,wallet
T000112,U0024,P0132,1,320.94,5,2026-03-25 12:01:56,upi
T000113,U0402,P0494,3,110.08,1,2026-03-10 11:59:12,paypal
T000114,U0442,P0413,2,118.07,5,2026-03-23 19:19:38,wallet
T000115,U0949,P0262,4,366.72,4,2026-03-05 15:29:40,wallet
T000116,U0639,P0425,2,46.29,4,2026-04-14 01:54:36,upi
T000117,U0663,P0066,2,423.24,1,2026-01-31 03:33:24,debit_card
T000118,U0570,P0196,1,461.83,4,2026-04-05 10:05:19,upi
T000119,U0925,P0452,1,379.3,10,2026-01-21 07:48:11,wallet
T000120,U0018,P0107,3,69.41,3,2026-03-27 21:22:01,paypal
T000121,U0748,P0126,5,92.56,5,2026-02-26 11:12:55,credit_card
T000122,U0604,P0365,1,137.21,5,2026-01-26 13:10:07,debit_card
T000123,U0316,P0226,2,284.79,5,2026-03-06 03:23:06,upi
T000124,U0486,P0111,1,411.84,3,2026-02-17 04:35:27,upi
T000125,U0506,P0005,5,135.37,5,2026-03-27 14:42:34,wallet
T000126,U0767,P0395,4,419.01,3,2026-03-09 05:26:02,wallet
T000127,U0913,P0086,3,389.41,5,2026-04-14 06:45:23,debit_card
T000128,U0539,P0464,2,361.28,1,2026-02-03 19:11:07,debit_card
T000129,U0158,P0126,3,112.74,4,2026-03-26 18:43:22,paypal
T000130,U0438,P0275,3,343.94,4,2026-03-23 14:54:34,upi
T000131,U0515,P0010,5,475.05,3,2026-03-02 20:05:07,debit_card
T000132,,P0499,3,369.69,5,2026-03-02 20:55:45,upi
T000133,U0343,P0076,1,123.21,2,2026-01-30 17:23:16,paypal
T000134,U0919,P0177,3,303.85,2,2026-03-25 22:40:12,upi
T000135,U0282,P0276,4,483.03,1,2026-04-17 02:20:37,paypal
T000136,U0995,P0270,4,345.11,2,2026-03-15 16:09:24,paypal
T000137,U0779,P0062,1,397.06,5,2026-03-24 15:27:07,paypal
T000138,U0343,P0115,3,310.43,3,2026-03-01 02:37:09,paypal
T000139,U0798,P0329,4,162.23,1,2026-04-08 14:41:01,upi
T000140,U0543,P0307,4,126.42,1,2026-01-26 20:35:50,debit_card
T000141,U0360,P0378,5,410.91,1,2026-02-03 14:25:04,debit_card
T000142,U0858,P0020,1,381.71,3,2026-04-03 17:18:31,debit_card
T000143,U0177,P0473,3,80.85,5,2026-02-24 19:42:48,debit_card
T000144,U0313,P0396,5,92.02,4,2026-03-13 20:08:41,credit_card
T000145,U0582,P0322,5,385.48,4,2026-04-13 01:47:43,credit_card
T000146,U0824,P0325,0,485.71,3,2026-01-21 07:25:36,debit_card
T000147,U0932,P0154,5,12.45,3,2026-02-17 15:58:12,debit_card
T000148,,P0407,5,205.57,4,2026-02-02 12:35:40,paypal
T000149,U0268,P0140,4,441.57,3,2026-02-20 21:19:38,debit_card
T000150,U0914,,1,311.38,4,2026-03-23 09:43:58,upi
T000151,U0649,P0359,2,252.93,1,2026-04-10 12:06:55,debit_card
T000152,U0405,P0474,3,315.78,1,2026-02-02 21:49:11,debit_card
T000153,U0728,P0272,3,210.3,2,2026-03-25 13:16:06,credit_card
T000154,U0175,P0044,3,485.23,2,2026-04-01 08:57:10,credit_card
T000155,U0690,P0255,4,176.69,3,2026-03-31 05:03:07,credit_card
T000156,U0937,P0082,4,99.37,3,2026-02-16 22:06:45,paypal
T000157,U0408,P0245,5,140.83,4,2026-01-20 16:13:53,wallet
T000158,U0625,P0398,1,417.28,3,2026-01-30 20:28:58,wallet
T000159,U0961,P0052,5,257.39,4,2026-03-22 13:38:25,paypal
T000160,U0071,P0079,5,342.02,3,2026-02-27 03:29:39,paypal
T000161,U0619,P0400,2,176.14,1,2026-03-15 10:02:02,wallet
T000162,U0555,P0092,5,382.07,2,2026-03-27 23:27:02,paypal
T000163,U0679,P0293,4,-143.34,4,2026-03-16 12:45:41,upi
T000164,U0799,P0164,5,449.97,4,2026-01-22 13:10:01,paypal
T000165,U0311,P0372,5,139.03,2,2026-04-11 11:08:17,debit_card
T000166,U0785,P0222,5,240.67,4,2026-02-02 12:14:37,upi
T000167,U0820,P0289,2,475.87,1,2026-04-04 09:40:16,wallet
T000168,U0880,P0460,1,248.57,2,2026-02-27 04:05:52,paypal
T000169,U0216,P0185,5,237.27,1,2026-01-26 01:44:17,credit_card
T000170,U0127,P0487,-1,325.29,4,2026-03-19 08:19:38,paypal
T000171,U0630,P0493,3,127.79,1,2026-04-14 09:33:15,wallet
T000172,U0496,P0069,2,182.67,3,2026-03-20 18:13:19,paypal
T000173,U0411,P0131,1,119.39,3,2026-04-12 23:04:43,unknown
T000174,U0317,P0049,4,271.64,3,2026-03-20 07:47:28,wallet
T000175,U0682,P0161,2,126.52,0,2026-03-29 13:21:06,paypal
T000176,U0358,P0283,1,418.66,5,2026-03-05 17:41:38,wallet
T000177,U0309,P0427,4,187.44,-1,2026-02-01 23:47:51,upi
T000178,U0413,P0023,2,395.83,5,2026-02-22 22:52:02,credit_card
T000179,U0796,P0100,4,92.15,2,2026-04-13 23:13:54,paypal
T000180,U0455,P0001,3,18.94,1,2026-02-21 14:34:47,wallet
T000181,U1000,P0228,1,134.7,4,2026-04-15 21:28:35,upi
T000182,U0738,P0415,2,487.35,1,2026-04-01 12:43:03,paypal
T000183,U0586,P0175,1,263.92,2,2026-03-24 10:19:05,paypal
T000184,U0732,P0393,4,28.17,4,2026-01-23 06:57:09,wallet
T000185,U0845,P0199,1,19.45,4,2026-03-05 22:25:10,credit_card
T000186,U0675,P0434,1,381.41,4,2026-01-24 13:57:09,upi
T000187,U0587,P0405,3,291.57,4,2026-03-30 15:44:45,wallet
T000188,U0183,P0484,5,163.17,1,2026-03-11 05:40:59,credit_card
T000189,U0768,,3,293.37,2,2026-04-15 20:00:47,wallet
T000190,U0435,P0228,4,341.66,3,2026-02-14 15:35:56,upi
T000191,U0246,P0189,3,354.58,5,2026-03-13 01:39:20,upi
T000192,U0060,P0233,2,75.09,5,2026-02-16 09:50:01,credit_card
T000193,U0991,P0110,2,402.41,1,2026-02-13 22:17:08,credit_card
T000194,U0077,P0140,2,33.09,4,2026-02-28 06:00:22,upi
T000195,U0651,P0159,5,121.09,4,2026-04-16 08:11:33,paypal
T000196,U0492,P0365,5,212.88,1,2026-04-18 09:45:31,wallet
T000197,U0987,P0012,2,354.76,1,2026-04-15 01:52:36,upi
T000198,U0690,P0370,2,404.25,6,2026-03-07 20:24:54,debit_card
T000199,U0400,P0423,1,261.7,3,2026-02-12 15:06:45,debit_card
T000200,U0919,P0374,4,406.79,3,2026-04-20 02:29:13,debit_card
T000201,U0908,P0260,5,201.27,5,2026-02-02 03:13:14,debit_card
T000202,U0689,P0066,2,400.41,2,2026-01-29 09:36:23,debit_card
T000203,U0331,P0444,2,404.5,1,2026-02-02 21:19:13,upi
T000204,U0809,P0329,5,288.13,2,2026-03-03 22:31:33,paypal
T000205,U0404,P0389,3,231.24,3,2026-04-10 22:54:19,paypal
T000206,U0387,P0469,3,353.03,2,2026-03-08 11:32:33,paypal
T000207,U0294,P0474,1,63.59,1,2026-04-18 19:22:52,paypal
T000208,U0088,P0110,4,461.47,2,2026-03-26 00:39:57,paypal
T000209,U0148,P0030,2,280.78,5,2026-02-01 21:35:40,debit_card
T000210,U0456,P0429,4,261.37,1,2026-03-29 10:10:29,upi
T000211,U0962,P0042,3,197.18,2,2026-02-10 01:00:57,credit_card
T000212,U0268,P0339,5,129.48,2,2026-03-02 09:43:11,credit_card
T000213,U0921,P0050,1,100.45,2,2026-03-30 07:32:19,upi
T000214,U0012,P0101,1,259.0,4,2026-02-26 17:03:55,upi
T000215,U0048,P0375,5,15.18,4,2026-04-14 17:35:29,upi
T000216,U0112,P0498,5,126.25,4,2026-03-09 05:15:24,wallet
T000217,U0383,P0002,4,216.32,4,2026-04-18 02:23:28,upi
T000218,U0190,P0491,1,254.5,1,2026-02-25 19:51:52,wallet
T000219,U0866,P0265,4,284.85,3,2026-02-02 18:14:27,upi
T000220,U0834,P0295,2,31.91,2,2026-03-10 10:49:37,paypal
T000221,U0815,P0206,3,311.23,4,2026-02-27 03:58:31,wallet
T000222,U0628,P0043,4,28.13,2,2026-04-07 00:44:38,upi
T000223,U0804,P0467,3,400.08,5,2026-01-24 20:33:17,upi
T000224,U0661,P0008,2,156.2,3,2026-04-14 04:10:06,wallet
T000225,U0462,P0350,1,70.46,1,2026-03-08 20:20:23,wallet
T000226,U0103,P0097,4,496.8,2,2026-04-04 14:14:43,upi
T000227,U0978,P0006,4,145.86,1,2026-03-03 08:58:42,credit_card
T000228,U0613,P0128,4,367.03,3,2026-02-10 14:37:09,credit_card
T000229,U0144,P0090,1,217.49,1,2026-03-31 18:34:12,upi
T000230,U0376,P0406,3,262.06,2,2026-04-07 08:26:36,debit_card
T000231,U0792,P0189,5,0.0,5,2026-02-27 06:59:42,wallet
T000232,U0655,P0043,1,210.04,4,2026-02-19 11:52:45,credit_card
T000233,U0492,P0160,3,459.96,4,2026-04-03 07:55:30,cheque
T000234,U0126,P0014,2,369.86,3,2026-01-26 03:13:10,debit_card
T000235,U0933,P0279,2,102.81,5,2026-03-03 13:23:07,wallet
T000236,U0975,P0326,5,356.2,5,2026-04-04 00:26:04,debit_card
T000237,U0348,P0414,5,232.36,4,2026-03-24 02:57:55,bitcoin
T000238,U0717,P0014,2,26.0,4,2026-03-25 16:27:11,credit_card
T000239,U0915,P0294,3,-10.5,3,2026-04-19 13:54:27,credit_card
T000240,U0338,P0048,4,134.15,2,2026-04-11 22:58:52,wallet
T000241,U0605,P0165,2,127.14,4,2026-04-01 09:25:30,credit_card
T000242,U0775,P0286,4,384.34,4,2026-03-19 16:55:20,upi
T000243,U0879,P0032,1,200.01,2,2026-02-28 11:49:05,wallet
T000244,U0819,P0367,4,341.4,2,2026-01-30 23:16:01,upi
T000245,U0779,P0122,1,121.55,2,2026-02-22 21:07:20,upi
T000246,U0767,P0425,4,173.33,4,2026-02-22 12:23:21,credit_card
T000247,U0799,P0001,3,275.99,5,2026-01-25 21:21:33,paypal
T000248,U0718,P0448,4,365.43,2,2026-02-03 19:42:42,credit_card
T000249,U0353,P0199,1,429.66,3,2026-02-09 17:36:32,credit_card
T000250,U0466,P0305,5,446.59,3,2026-04-04 10:52:56,upi
T000251,U0424,P0426,1,61.54,1,2026-03-22 20:58:34,upi
T000252,U0402,P0158,4,187.41,0,2026-03-14 12:25:50,upi
T000253,U0154,P0263,5,397.22,2,2026-02-10 14:06:17,wallet
T000254,U0216,P0152,5,175.55,1,2026-02-15 21:06:57,credit_card
T000255,U0624,P0260,3,478.75,4,2026-03-28 12:42:07,upi
T000256,U0012,,4,195.69,5,2026-04-06 06:37:34,upi
T000257,U0070,P0112,5,74.79,4,2026-03-31 17:20:37,credit_card
T000258,U0640,P0393,4,442.74,4,2026-03-17 21:42:17,paypal
T000259,U0480,P0021,2,289.06,4,2026-02-07 13:41:55,debit_card
T000260,U0509,P0240,5,100.03,4,2026-01-28 03:06:33,credit_card
T000261,U0970,P0225,2,494.29,1,2026-02-05 20:10:00,wallet
T000262,U0430,P0089,2,333.74,1,2026-03-13 19:38:51,debit_card
T000263,U0295,P0104,2,123.6,2,2026-01-26 05:12:36,debit_card
T000264,U0632,P0302,2,133.59,4,2026-01-22 14:36:17,credit_card
T000265,U0855,P0435,4,287.34,3,2026-04-20 08:14:56,credit_card
T000266,U0409,P0314,3,330.64,2,2026-03-04 15:56:03,wallet
T000267,U0902,P0201,3,391.48,5,2026-02-28 03:17:21,debit_card
T000268,U0518,P0176,2,246.37,1,2026-01-24 13:55:40,paypal
T000269,U0260,P0272,5,174.8,5,2026-03-22 12:24:08,debit_card
T000270,U0110,,5,319.56,5,2026-01-21 09:19:04,debit_card
T000271,U0371,P0180,3,453.21,5,2026-01-20 11:47:45,debit_card
T000272,U0998,P0228,4,382.46,3,2026-02-05 13:17:42,paypal
T000273,U0820,P0016,4,282.99,4,2026-03-31 19:17:52,upi
T000274,,P0204,1,342.58,1,2026-02-18 21:29:04,debit_card
T000275,U0173,P0063,2,444.98,4,2026-01-24 03:23:13,wallet
T000276,U0993,P0368,3,284.49,4,2026-02-15 21:32:57,wallet
T000277,U0678,P0068,5,407.44,5,2026-03-28 17:37:23,debit_card
T000278,U0942,P0454,5,253.56,1,2026-02-21 05:44:04,paypal
T000279,U0582,P0186,4,95.1,1,2026-03-21 21:01:25,upi
T000280,U0318,P0154,1,219.28,2,2026-02-13 06:39:13,wallet
T000281,U0571,P0260,1,240.79,1,2026-03-02 02:51:39,credit_card
T000282,U0184,P0270,4,162.99,1,2026-02-08 00:46:19,debit_card
T000283,U0698,P0082,1,50.31,4,2026-03-07 10:50:01,paypal
T000284,U0970,P0140,1,205.19,5,2026-03-24 22:33:20,debit_card
T000285,U0675,P0443,1,37.22,3,2026-03-12 15:06:41,debit_card
T000286,U0896,P0239,3,328.61,1,2026-02-01 12:56:37,debit_card
T000287,U0416,P0349,5,229.19,3,2026-02-10 01:50:58,debit_card
T000288,U0889,P0370,4,37.15,5,2026-03-04 10:38:39,wallet
T000289,U0955,P0481,2,108.81,5,2026-03-08 18:29:03,upi
T000290,U0146,P0462,2,347.51,2,2026-03-11 19:28:31,credit_card
T000291,U0437,P0026,1,433.57,3,2026-03-18 21:38:31,debit_card
T000292,U0235,P0069,4,247.86,3,2026-04-14 19:21:08,paypal
T000293,U0513,P0361,1,314.27,4,2026-01-20 03:28:57,paypal
T000294,U0046,P0370,1,287.09,4,2026-04-07 17:35:58,debit_card
T000295,U0029,P0317,2,181.69,5,2026-02-05 01:40:58,credit_card
T000296,U0869,P0288,2,279.36,3,2026-02-05 08:40:31,debit_card
T000297,U0722,P0077,5,230.48,1,2026-02-23 20:56:52,debit_card
T000298,U0773,P0245,5,176.83,2,2026-04-05 03:45:18,paypal
T000299,U0549,P0494,3,458.1,1,2026-01-29 15:37:56,debit_card
T000300,U0822,P0310,4,50.81,5,2026-02-10 00:42:22,upi
T000301,U0343,P0426,4,158.32,1,2026-02-28 06:40:54,paypal
T000302,U0575,P0416,4,415.1,5,2026-03-13 05:46:08,upi
T000303,U0134,P0178,5,49.07,5,2026-02-19 02:33:06,debit_card
T000304,U0308,P0335,5,476.71,4,2026-03-18 08:34:45,upi
T000305,U0726,P0405,4,245.21,3,2026-02-27 06:57:50,paypal
T000306,U0203,P0323,3,431.36,5,2026-03-20 18:53:32,upi
T000307,U0169,P0310,4,187.33,1,2026-03-04 14:47:08,paypal
T000308,U0229,P0458,5,434.61,1,2026-02-09 22:19:57,wallet
T000309,U0049,P0391,2,142.4,5,2026-04-12 00:40:59,paypal
T000310,U0129,P0151,4,294.78,4,2026-01-26 22:48:34,credit_card
T000311,U0739,P0026,5,150.67,5,2026-01-28 15:15:12,paypal
T000312,U0495,P0117,4,,3,2026-02-10 14:45:51,upi
T000313,U0712,P0399,2,71.69,3,2026-04-06 05:35:57,credit_card
T000314,U0227,P0212,5,,5,2026-01-30 09:46:23,credit_card
T000315,U0935,P0052,3,82.67,2,2026-02-02 04:08:16,upi
T000316,U0189,P0420,2,204.04,1,2026-02-22 17:53:21,paypal
T000317,U0432,P0293,1,440.61,1,2026-03-27 09:40:51,debit_card
T000318,U0941,P0313,2,116.54,3,2026-04-08 19:12:18,paypal
T000319,U0460,P0411,3,90.16,5,2026-03-29 23:12:21,debit_card
T000320,U0855,P0407,3,312.06,4,2026-04-18 17:31:24,upi
T000321,U0817,P0479,1,491.64,2,2026-04-06 00:43:25,debit_card
T000322,U0171,P0221,2,373.46,4,2026-02-19 14:39:40,paypal
T000323,U0011,P0022,2,80.19,8,2026-01-22 20:55:20,credit_card
T000324,U0721,P0498,1,221.84,4,2026-03-13 02:27:34,paypal
T000325,U0309,P0075,4,256.59,2,2026-04-20 11:49:43,paypal
T000326,U0267,P0338,1,360.06,3,2026-02-11 23:20:56,debit_card
T000327,U0128,P0206,5,251.43,2,2026-04-20 02:13:37,upi
T000328,U0454,P0487,3,407.6,3,2026-04-03 08:10:43,wallet
T000329,U0202,P0157,2,345.12,4,2026-04-05 00:41:59,paypal
T000330,U0328,P0438,2,372.28,5,2026-02-12 12:37:30,debit_card
T000331,U0526,P0241,5,350.02,3,2026-03-19 07:12:49,debit_card
T000332,U0848,P0409,5,58.32,2,2026-02-20 00:43:01,upi
T000333,U0239,,3,131.79,2,2026-01-26 06:34:56,debit_card
T000334,U0434,P0159,1,424.12,2,2026-02-26 17:19:04,paypal
T000335,U0023,P0325,5,273.98,2,2026-03-19 05:43:35,credit_card
T000336,U0248,P0118,3,31.96,1,2026-03-12 01:45:17,debit_card
T000337,U0255,P0421,2,170.06,1,2026-03-23 03:16:06,paypal
T000338,U0970,P0183,3,271.82,-1,2026-01-26 21:23:58,paypal
T000339,U0650,P0358,1,143.96,2,2026-04-12 10:53:30,paypal
T000340,U0403,P0157,1,48.56,5,2026-02-09 13:31:11,paypal
T000341,U0877,P0045,2,167.16,5,2026-01-24 17:42:22,wallet
T000342,U0078,P0301,1,423.8,3,2026-01-22 12:43:02,debit_card
T000343,U0747,P0353,3,309.51,3,2026-01-28 22:26:42,upi
T000344,U0113,P0171,4,430.58,3,2026-03-06 18:03:54,credit_card
T000345,U0916,P0478,4,221.8,2,2026-02-11 18:44:53,debit_card
T000346,U0285,P0210,2,18.55,4,2026-02-04 14:56:47,debit_card
T000347,U0866,P0437,1,338.96,5,2026-04-14 13:16:39,upi
T000348,U0244,P0162,2,14.54,1,2026-03-19 15:52:03,credit_card
T000349,U0321,P0022,3,85.38,3,2026-04-07 20:28:31,upi
T000350,U0513,P0415,3,337.15,4,2026-04-06 16:12:58,upi
T000351,U0899,P0040,3,103.03,2,2026-04-18 15:22:52,credit_card
T000352,U0935,P0478,5,30.6,5,2026-01-24 03:58:46,credit_card
T000353,U0081,P0470,3,384.99,4,2026-02-01 01:49:20,debit_card
T000354,U0615,P0077,4,417.22,5,2026-03-25 20:17:22,credit_card
T000355,U0551,P0305,2,-28.75,4,2026-04-14 04:10:18,upi
T000356,U0961,P0125,5,266.27,4,2026-03-26 17:13:34,wallet
T000357,U0752,P0181,1,268.45,3,2026-03-14 21:41:43,credit_card
T000358,U0359,P0322,1,333.81,4,2026-03-03 14:34:22,wallet
T000359,U0550,P0389,2,196.29,2,2026-03-28 01:14:52,credit_card
T000360,U0491,P0487,2,360.12,2,2026-01-20 23:14:25,wallet
T000361,U0115,P0345,3,229.24,2,2026-03-19 07:40:27,paypal
T000362,,P0145,1,238.39,8,2026-01-23 19:25:22,debit_card
T000363,U0051,P0394,4,305.79,5,2026-04-06 21:15:44,wallet
T000364,U0381,P0053,3,179.87,3,2026-04-07 19:58:29,debit_card
T000365,U0422,P0237,1,137.5,4,2026-02-22 20:32:43,credit_card
T000366,U0967,,4,268.16,4,2026-03-18 13:33:54,credit_card
T000367,U0890,P0288,3,383.8,7,2026-01-30 15:28:23,paypal
T000368,U0363,P0221,1,182.04,5,2026-03-07 14:38:33,debit_card
T000369,U0311,P0128,1,256.85,4,2026-02-15 21:25:45,debit_card
T000370,U0017,P0369,1,,5,2026-03-05 15:36:07,paypal
T000371,U0777,P0405,2,127.71,4,2026-04-20 17:21:37,upi
T000372,U0814,P0124,1,341.73,1,2026-03-09 18:01:37,wallet
T000373,U0493,P0056,5,393.55,4,2026-02-02 13:30:50,paypal
T000374,U0561,P0247,2,16.18,1,2026-02-07 09:33:42,credit_card
T000375,U0142,P0489,3,478.1,3,2026-03-04 11:41:46,credit_card
T000376,U0674,P0030,3,154.94,1,2026-03-25 01:19:41,wallet
