user_id,item_id,interaction_type,timestamp,session_id,device_type
U0028,P0043,purchase,2026-02-06 16:48:35,S33819,mobile
U0267,P0195,add_to_cart,2026-02-16 16:33:18,S52840,web
U0780,P0451,purchase,2026-02-24 15:20:55,S43065,mobile
U0482,P0010,click,2026-03-05 08:09:49,S95215,mobile
U0800,P0491,click,2026-01-23 09:00:11,S36130,mobile
U0637,P0079,view,2026-02-05 17:14:30,S97747,mobile
U0578,P0486,view,2026-03-20 09:19:46,S58351,mobile
U0621,P0311,click,2026-02-09 11:19:28,S24168,tablet
U0027,P0476,add_to_cart,2026-04-03 13:39:52,S61990,tablet
U0204,P0039,view,2026-02-02 10:58:49,S99687,tablet
U0825,P0062,click,2026-03-05 19:23:47,S66148,tablet
U0380,P0036,add_to_cart,2026-01-21 15:17:37,S74251,mobile
U0444,P0492,add_to_cart,2026-04-11 16:44:18,S30052,web
U0181,P0376,add_to_cart,2026-04-08 19:35:39,S73372,web
U0447,P0423,add_to_cart,2026-03-02 08:56:17,S21359,web
U0903,P0231,view,2026-03-20 20:44:51,S89997,tablet
U0389,P0173,click,2026-03-24 11:50:00,S33834,desktop
U0218,P0182,add_to_cart,2026-03-04 10:10:55,S88139,tablet
U0902,P0142,click,2026-03-27 06:57:22,S21221,mobile
U0738,P0209,purchase,2026-04-01 08:44:59,S72402,tablet
U0729,P0252,purchase,2026-01-22 03:23:16,S48566,mobile
U0415,P0355,view,2026-02-28 21:10:25,S58368,web
U0567,P0272,add_to_cart,2026-03-15 20:02:20,S53357,web
U0720,P0233,add_to_cart,2026-02-28 09:09:11,S40217,mobile
U0739,P0099,add_to_cart,2026-02-04 19:30:36,S34267,mobile
U0222,P0379,purchase,2026-02-24 21:27:58,S78765,tablet
U0290,P0052,view,2026-02-26 08:16:56,S57301,mobile
U0310,P0008,view,2026-02-24 01:39:25,S17146,tablet
U0300,P0358,view,2026-04-11 17:52:20,S23446,mobile
U0588,P0146,purchase,2026-03-22 16:02:13,S54657,mobile
U0989,P0027,add_to_cart,2026-03-22 04:09:13,S18564,web
U0504,P0038,click,2026-02-08 05:25:55,S83772,web
U0088,P0128,click,2026-04-01 15:09:08,S89471,tablet
U0810,P0317,view,2026-03-27 13:50:56,S69049,web
U0305,P0441,purchase,2026-02-28 20:42:11,S91399,mobile
U0625,P0492,click,2026-02-15 22:46:27,S37659,web
U0677,P0042,view,2026-02-19 06:19:42,S82350,mobile
U0161,P0002,purchase,2026-03-18 21:37:12,S71592,web
U0034,P0119,add_to_cart,2026-04-20 10:17:36,S69510,mobile
U0704,P0120,add_to_cart,2026-04-10 21:28:24,S96662,mobile
U0436,P0059,view,2026-04-12 05:25:28,S44816,mobile
U0074,P0031,view,2026-02-28 21:39:53,S84607,web
U0450,P0064,purchase,2026-04-18 11:04:17,S62757,web
U0513,P0277,purchase,2026-03-17 02:55:43,S88385,mobile
U0911,P0222,add_to_cart,2026-04-07 09:06:56,S13390,mobile
U0235,P0493,click,2026-04-16 09:48:45,S85529,mobile
U0782,P0388,view,2026-03-21 18:53:41,S95394,web
U0939,P0143,view,2026-04-04 15:52:12,S93202,web
U0993,P0047,purchase,2026-03-05 14:52:03,S53687,web
U0687,P0054,view,2026-03-03 14:59:15,S74942,web
U0679,P0484,purchase,2026-03-31 01:20:09,S69614,mobile
U0323,P0130,add_to_cart,2026-02-03 14:42:56,S77449,mobile
U0674,P0446,purchase,2026-03-13 01:58:24,S34586,tablet
U0371,P0319,purchase,2026-04-10 16:05:39,S16764,mobile
U0274,P0282,view,2026-02-25 15:57:04,S73532,mobile
U0030,P0499,view,2026-04-20 05:45:58,S50730,tablet
U0015,P0283,purchase,2026-01-31 08:10:51,S24871,web
U0970,P0061,view,2026-03-24 10:37:34,S76698,tablet
U0280,P0213,purchase,2026-03-21 08:52:26,S69871,tablet
U0149,P0197,view,2026-04-06 18:30:16,S27892,mobile
U0283,P0396,purchase,2026-03-04 18:29:10,S45018,mobile
U0290,P0372,add_to_cart,2026-04-05 21:06:51,S96499,web
U0887,P0077,purchase,2026-03-29 17:38:03,S55236,web
U0566,P0391,purchase,2026-03-19 11:42:56,S34727,tablet
U0245,P0293,purchase,2026-02-18 14:57:21,S15720,web
U0763,P0243,purchase,,S29936,web
U0988,P0019,view,2026-03-25 21:29:16,S53515,mobile
U0896,P0433,purchase,2026-02-01 19:08:57,S69890,mobile
U0740,P0074,purchase,2026-04-13 05:37:12,S19807,web
U0801,P0497,add_to_cart,2026-03-04 22:41:31,S62098,tablet
U0083,P0437,add_to_cart,2026-04-16 19:25:42,S59808,web
U0642,P0368,purchase,2026-03-30 01:18:25,S90931,mobile
U0241,P0324,add_to_cart,2026-02-18 03:17:26,S66881,mobile
U0779,P0325,click,2026-03-17 06:03:25,S49251,mobile
U0048,P0167,click,2026-02-26 13:03:04,S59131,web
U0150,P0126,purchase,2026-04-02 06:33:20,S32280,mobile
U0081,,purchase,2026-04-09 08:46:06,S75230,tablet
U0147,P0119,purchase,2026-04-11 09:14:49,S70236,web
U0683,P0005,purchase,2026-02-25 19:54:03,S30706,mobile
U0453,P0484,add_to_cart,2026-04-05 10:53:30,S93746,web
U0707,P0129,purchase,2026-02-27 07:15:11,S60422,web
U0110,P0122,purchase,2026-04-03 13:04:09,S85341,web
U0717,P0152,click,2026-04-14 14:24:39,S45976,mobile
U0580,P0443,click,2026-04-07 18:05:07,S47512,mobile
U0622,P0411,add_to_cart,2026-02-17 23:10:42,S34920,tablet
U0257,P0348,view,2026-04-10 03:32:15,S92242,tablet
U0041,P0159,purchase,2026-01-24 21:06:05,S57823,tablet
U0135,P0047,add_to_cart,2026-03-02 15:07:40,S33021,mobile
U0136,P0403,add_to_cart,2026-03-28 18:16:11,S45720,mobile
U0264,P0468,purchase,2026-02-26 12:19:56,S25095,web
U0987,P0039,view,2026-02-17 14:28:09,S83048,web
U0093,P0405,purchase,2026-01-21 09:37:43,S80329,mobile
U0466,P0189,add_to_cart,2026-04-04 13:52:21,S93695,web
U0111,P0346,view,2026-03-21 00:54:40,S91205,tablet
U0336,P0469,view,2026-04-12 02:18:05,S93283,web
U0932,P0359,add_to_cart,2026-04-13 14:51:56,S25292,mobile
U0047,P0485,click,2026-02-27 17:56:09,S25220,mobile
U0241,P0455,view,2026-03-10 16:30:59,S58629,tablet
U0973,P0381,purchase,2026-04-05 05:37:33,S64379,tablet
U0102,P0427,purchase,2026-04-08 14:51:32,S46666,mobile
U0707,P0190,view,2026-03-17 16:11:27,S40947,web
U0102,P0352,add_to_cart,2026-03-30 23:28:38,S57012,mobile
U0408,P0142,view,2026-02-04 16:33:20,S22015,tablet
U0218,P0329,click,2026-01-26 12:08:33,S41925,mobile
,P0290,view,2026-01-28 20:10:41,S37152,tablet
U0222,P0417,view,2026-03-03 05:22:20,S88116,mobile
U0284,P0440,view,2026-02-05 19:40:07,S42853,mobile
U0113,P0339,click,2026-02-05 00:32:27,S56955,mobile
U0603,P0166,click,2026-02-11 09:39:42,S16868,mobile
U0760,P0216,click,2026-01-28 17:20:22,S68756,web
U0526,P0304,click,2026-03-18 18:20:39,S39038,tablet
U0045,P0373,add_to_cart,2026-03-19 23:25:23,S14082,mobile
U0491,P0434,purchase,2026-03-15 03:55:50,S74260,tablet
U0932,P0228,click,2026-01-30 11:43:39,S89730,mobile
U0068,P0065,add_to_cart,2026-04-09 23:02:58,S86724,tablet
U0730,P0167,purchase,2026-04-06 19:19:01,S48652,web
U0518,P0310,purchase,2026-02-01 04:09:56,S95814,tablet
U0899,P0394,view,2026-03-16 16:26:26,S39949,web
U0348,P0424,purchase,2026-03-12 15:08:44,S22463,web
U0438,P0161,add_to_cart,2026-03-08 05:33:26,S72163,mobile
U0094,,click,2026-01-31 15:43:26,S22656,tablet
U0757,P0191,view,2026-04-01 02:11:01,S86869,tablet
U0576,P0169,click,2026-03-13 12:52:26,S97207,web
,P0469,click,2026-02-25 21:51:36,S50953,web
U0107,P0296,view,2026-02-08 23:54:39,S73201,mobile
U0868,P0056,add_to_cart,2026-04-01 13:22:56,S25058,web
U0588,P0116,purchase,2026-04-01 22:38:10,S90422,tablet
U0659,P0286,click,2026-04-07 23:57:03,S45054,mobile
U0185,P0140,add_to_cart,2026-03-04 12:46:49,S10800,mobile
U0891,,purchase,2026-01-28 05:09:55,S92991,mobile
U0094,P0383,view,2026-03-09 15:17:08,S69460,web
U0162,P0190,add_to_cart,2026-03-02 20:39:55,S88148,mobile
U0905,P0027,view,2026-02-09 22:29:41,S16522,tablet
U0084,P0140,purchase,2026-04-14 15:26:16,S73656,desktop
U0453,P0213,add_to_cart,2026-02-16 18:39:14,S24918,web
U0441,P0057,add_to_cart,2026-04-16 21:35:43,S73783,tablet
U0684,P0158,click,2026-02-17 14:23:27,S88554,mobile
U0008,P0105,add_to_cart,2026-02-16 04:59:47,S43491,web
U0336,P0062,click,2026-03-24 15:40:46,S33028,mobile
U0390,P0273,view,2026-03-25 20:20:33,S97562,web
U0074,P0204,click,2026-03-16 00:40:56,S70260,mobile
U0883,P0161,purchase,2026-04-03 14:43:28,S93904,web
U0297,P0059,purchase,2026-01-22 11:49:28,S32527,tablet
U0472,P0426,add_to_cart,2026-01-31 15:54:00,S23875,mobile
U0447,P0302,purchase,2026-03-28 02:51:48,S61873,web
U0764,P0174,view,2026-03-03 06:07:17,S20011,tablet
U0649,P0059,view,2026-03-05 12:46:59,S94599,mobile
U0242,P0053,view,2026-02-21 07:10:56,S32740,tablet
U0157,P0390,click,2026-02-11 22:51:46,S74764,web
U0773,P0289,purchase,2026-04-17 20:33:09,S94278,tablet
U0640,P0166,add_to_cart,2026-02-08 16:00:40,S18950,web
U0453,P0324,add_to_cart,2026-02-24 21:31:58,S17362,web
U0520,P0038,add_to_cart,2026-03-20 16:27:13,S14929,mobile
U0378,P0426,add_to_cart,2026-01-29 23:28:17,S21835,tablet
U0609,P0260,purchase,2026-03-20 21:07:44,S82655,tablet
U0918,P0022,purchase,2026-04-03 23:43:57,S34672,web
U0620,P0244,view,2026-01-27 16:24:10,S23566,web
U0732,P0044,view,2026-01-25 09:01:12,S67377,web
U0537,P0268,view,2026-03-07 13:34:30,S47079,web
U0419,P0397,add_to_cart,2026-04-16 21:46:06,S16863,tablet
U0663,P0172,click,2026-03-03 03:26:27,S83133,tablet
U0396,P0146,add_to_cart,2026-04-14 21:56:37,S29709,web
U0084,P0299,view,2026-03-05 11:17:42,S95990,tablet
U0679,P0201,view,2026-04-06 03:05:04,S50577,tablet
U0386,P0330,add_to_cart,2026-02-05 19:09:55,S22249,tablet
U0687,P0217,add_to_cart,2026-01-22 13:12:06,S50483,mobile
U0974,P0110,add_to_cart,2026-03-23 06:59:26,S39693,mobile
U0159,P0040,add_to_cart,2026-02-01 18:29:03,S80748,tablet
U0905,P0270,click,2026-04-14 12:15:40,S91006,mobile
U0612,P0193,view,2026-02-09 06:35:03,S91885,mobile
U0739,P0225,click,2026-03-13 13:15:49,S98652,tablet
U0244,P0497,purchase,2026-04-08 10:22:26,S68841,mobile
U0547,P0123,add_to_cart,2026-03-21 07:03:50,S58213,tablet
U0970,P0293,purchase,2026-03-20 10:15:32,S60052,tablet
U0541,P0215,view,2026-02-14 22:00:54,S28140,web
U0054,P0329,purchase,2026-03-08 20:11:24,S23446,tablet
U0867,P0265,click,2026-02-25 03:03:13,S31012,web
U0461,P0464,view,2026-03-16 03:20:21,S39102,web
U0906,P0179,click,2026-03-14 01:56:20,S61964,tablet
U0383,P0121,purchase,2026-01-30 13:39:00,S39430,mobile
U0327,P0477,click,2026-04-13 12:12:27,S29142,mobile
U0040,P0147,purchase,2026-04-19 05:03:11,S71487,web
U0631,P0003,click,2026-01-22 09:19:04,S38266,mobile
U0562,P0482,purchase,2026-02-03 10:29:22,S41147,web
U0125,P0025,view,2026-03-14 23:15:48,S91633,web
U0065,P0057,purchase,2026-04-06 19:31:01,S12154,tablet
U0528,P0295,view,2026-02-07 10:36:17,S66261,mobile
U0630,P0181,view,2026-04-03 15:10:00,S34551,tablet
U0685,P0044,add_to_cart,2026-01-28 19:09:11,S81313,tablet
U0806,P0260,click,2026-03-10 17:07:01,S15706,tablet
U0397,P0192,add_to_cart,2026-01-22 13:00:05,S18855,web
U0247,P0376,click,2026-04-04 12:06:23,S27486,mobile
U0361,P0280,add_to_cart,2026-04-12 06:22:29,S99742,web
U0713,P0246,view,2026-02-06 02:17:50,S69988,mobile
U0301,P0104,click,2026-02-14 01:31:32,S51365,web
U0528,P0204,purchase,2026-02-21 01:19:59,S94790,mobile
U0293,P0183,click,2026-04-13 12:05:06,S45811,mobile
U0819,P0189,purchase,2026-03-12 16:00:37,S60678,web
U0998,P0096,purchase,2026-04-18 18:06:51,S58148,tablet
U0274,P0411,click,2026-03-15 02:52:25,S66440,tablet
U0843,P0093,add_to_cart,2026-03-02 03:44:07,S20494,web
U0677,P0152,add_to_cart,2026-03-18 21:56:26,S65851,mobile
U0707,P0228,add_to_cart,2026-03-18 01:32:31,S56210,tablet
U0446,P0141,click,2026-01-29 23:12:40,S63242,web
U0526,P0411,view,2026-01-23 05:11:54,S89635,tablet
U0801,P0225,click,2026-02-05 02:26:52,S40932,tablet
U0376,P0186,purchase,2026-04-02 01:10:44,S89310,mobile
U0696,P0231,add_to_cart,2026-03-08 16:09:48,S20077,tablet
U0141,P0272,add_to_cart,2026-03-11 11:26:47,S95139,web
U0256,P0492,click,2026-01-23 06:46:25,S75410,tablet
U0397,P0468,click,2026-02-22 09:28:36,S68493,mobile
U0627,P0147,purchase,2026-02-14 04:27:54,S27790,mobile
U0463,P0089,purchase,2026-01-31 11:38:09,S97535,web
U0727,P0034,add_to_cart,2026-02-27 05:44:04,S93584,mobile
U0813,P0186,view,2026-02-04 07:19:02,S28202,mobile
U0810,P0253,click,2026-03-07 20:10:16,S85009,web
U0479,P0412,view,2026-04-08 03:08:20,S18617,web
U0408,P0368,purchase,2026-03-28 14:57:23,S63665,tablet
U0076,P0065,add_to_cart,2026-04-12 02:42:00,S68979,web
U0697,P0265,add_to_cart,2026-02-05 20:04:20,S93859,tablet
U0187,P0394,view,2026-03-16 18:18:31,S17263,mobile
U0531,P0079,add_to_cart,2026-02-10 05:53:49,S52291,tablet
U0231,P0178,add_to_cart,2026-01-30 09:07:27,S35729,tablet
U0980,P0283,add_to_cart,2026-02-05 22:45:22,S49691,tablet
U0547,P0048,view,2026-04-05 21:08:26,S30210,mobile
U0675,P0320,add_to_cart,2026-04-02 01:29:59,S13718,mobile
U0047,P0486,add_to_cart,2026-04-13 07:40:31,S84991,web
U0633,P0328,click,2026-03-24 22:50:03,S81509,web
U0658,P0490,add_to_cart,2026-03-22 08:54:56,S99783,web
U0305,P0233,click,2026-04-18 02:10:52,S30719,web
U0426,P0248,purchase,2026-02-15 12:23:09,S89516,mobile
U0321,P0442,add_to_cart,2026-03-05 14:31:00,S27139,web
U0528,P0288,click,2026-03-01 08:48:05,S71141,mobile
U0274,P0231,view,2026-02-07 03:31:29,S16632,web
U0969,P0197,purchase,2026-02-20 05:48:52,S52917,tablet
U0739,P0161,view,2026-02-09 18:08:28,S77466,web
U0511,P0451,add_to_cart,2026-03-24 00:50:37,S21802,web
U0518,P0235,view,2026-02-16 21:14:20,S56254,mobile
U0052,P0145,purchase,2026-04-06 23:49:15,S98148,web
U0293,P0275,click,2026-02-02 15:41:22,S27555,web
U0745,P0188,purchase,2026-03-07 01:38:50,S62505,mobile
U0584,P0288,view,2026-03-07 20:08:32,S47827,mobile
U0396,P0259,purchase,2026-03-31 10:11:03,S91689,tablet
U0626,P0061,view,2026-02-01 14:20:29,S58915,web
U0572,P0481,add_to_cart,2026-02-07 07:14:50,S88966,tablet
U0412,P0257,click,2026-01-25 01:25:00,S27961,tablet
U0342,P0412,purchase,2026-03-27 16:38:18,S29521,tablet
U0915,P0264,view,2026-03-02 22:19:16,S51750,mobile
U0403,P0316,add_to_cart,2026-04-05 12:14:49,S76494,tablet
U0546,P0251,add_to_cart,2026-03-21 00:36:20,S58281,web
U0690,P0057,purchase,2026-04-04 11:12:07,S92478,mobile
U0612,P0243,add_to_cart,2026-04-13 21:03:41,S85711,mobile
U0739,P0027,purchase,2026-02-10 19:05:12,S92447,tablet
U0635,P0397,purchase,2026-02-07 08:49:05,S14138,tablet
U0971,P0359,click,2026-02-13 00:41:22,S67807,web
U0429,P0078,purchase,,S63788,tablet
U0794,P0314,purchase,2026-01-27 05:01:38,S77984,mobile
U0575,P0167,purchase,2026-03-28 13:43:11,S51124,mobile
U0471,P0468,add_to_cart,2026-03-30 12:53:57,S98587,tablet
U0698,P0330,add_to_cart,2026-04-08 17:37:42,S35200,mobile
U0286,P0286,add_to_cart,2026-02-17 10:50:08,S47880,tablet
U0213,P0354,purchase,2026-03-01 17:28:08,S55718,tablet
U0957,P0479,add_to_cart,2026-02-25 04:26:14,S85166,tablet
U0557,P0195,purchase,2026-03-05 05:19:58,S48070,mobile
U0295,P0490,click,2026-03-05 16:06:23,S95979,web
U0766,P0246,view,2026-02-14 19:36:32,S45537,tablet
U0713,P0140,view,2026-02-02 22:24:58,S86917,mobile
U0249,P0026,view,2026-04-11 08:28:38,S16880,mobile
U0424,P0170,purchase,2026-02-01 05:00:18,S10679,tablet
U0952,P0081,purchase,2026-04-13 17:19:10,S72580,tablet
U0205,P0388,add_to_cart,2026-03-02 10:23:29,S94659,mobile
U0930,P0394,click,2026-04-13 20:54:12,S40437,tablet
U0757,P0371,click,2026-02-11 15:12:53,S33040,mobile
U0857,P0204,purchase,2026-02-12 10:32:21,S14910,mobile
U0306,P0291,click,2026-03-03 10:21:38,S69552,tablet
U0557,P0269,purchase,2026-02-06 18:21:28,S71344,web
U0198,P0415,click,2026-03-03 05:54:58,S70150,tablet
U0264,P0368,view,2026-01-21 12:16:25,S48669,tablet
U0691,P0388,view,2026-02-11 22:14:39,S93719,web
,P0219,add_to_cart,2026-01-31 14:35:38,S97720,mobile
U0190,P0072,purchase,2026-03-02 09:01:52,S10895,web
U0393,P0121,purchase,2026-02-23 12:00:04,S49576,tablet
U0741,P0294,click,2026-02-22 23:47:59,S57127,tablet
U0242,P0032,click,2026-03-20 11:10:13,S30934,web
U0703,P0258,add_to_cart,2026-04-18 04:16:29,S93717,web
U0377,P0315,view,2026-02-17 04:51:47,S72676,mobile
U0466,P0383,add_to_cart,2026-03-14 19:59:49,S71712,tablet
U0822,P0341,view,2026-02-20 21:41:34,S20730,tablet
U0458,P0271,add_to_cart,2026-01-29 20:32:26,S24707,mobile
U0849,P0281,view,2026-04-03 19:32:21,S29641,mobile
U0336,P0438,purchase,2026-02-03 07:28:42,S86434,web
U0094,P0461,purchase,2026-01-27 16:30:32,S27294,tablet
U0426,P0234,click,2026-04-01 16:50:04,S98181,web
U0741,P0012,purchase,2026-02-21 00:06:35,S38560,tablet
U0075,P0024,purchase,2026-03-05 02:19:17,S80931,mobile
U0958,P0458,click,2026-03-21 01:09:19,S47629,web
U0185,P0394,view,2026-04-12 23:30:56,S65097,web
U0913,P0196,purchase,2026-03-09 13:40:36,S20518,tablet
U0988,P0339,view,2026-04-13 12:39:42,S25549,mobile
U0551,P0202,view,2026-02-17 00:07:35,S12979,web
U0475,P0345,purchase,2026-03-29 13:48:32,S40102,mobile
U0472,P0178,view,2026-02-24 06:51:44,S24790,mobile
U0829,P0339,purchase,2026-04-08 00:34:10,S41544,mobile
U0069,P0052,click,2026-03-18 21:45:52,S98083,tablet
U0894,P0025,view,2026-01-25 14:38:45,S67535,mobile
U0553,P0112,click,2026-02-06 18:20:46,S47914,mobile
U0836,P0470,add_to_cart,,S98150,web
U0243,P0155,view,2026-04-14 18:58:41,S38972,web
U0308,P0141,click,2026-04-01 21:32:30,S32955,tablet
U0696,P0219,purchase,2026-01-26 12:32:23,S94320,tablet
,P0403,add_to_cart,2026-04-19 15:09:28,S63511,mobile
U0308,P0193,view,2026-03-29 17:14:25,S41584,mobile
U0308,P0440,view,2026-03-20 02:05:52,S83713,web
U0992,P0214,view,2026-03-10 08:50:31,S43422,mobile
U0339,P0332,click,2026-03-18 13:30:37,S22119,tablet
U0742,P0425,view,2026-01-26 09:46:27,S59436,tablet
U0620,P0309,click,2026-01-29 06:51:02,S87015,tablet
U0688,P0287,view,2026-03-22 07:36:19,S53642,web
U0980,P0466,click,2026-02-16 06:55:06,S25376,tablet
U0773,P0246,view,2026-04-19 22:00:20,S36805,web
U0938,P0123,add_to_cart,2026-02-25 13:51:34,S71112,tablet
U0665,P0184,add_to_cart,2026-02-22 13:05:39,S77215,web
U0478,P0051,purchase,2026-03-01 07:23:44,S58589,web
U0424,P0024,view,2026-02-07 00:35:25,S44180,tablet
U0958,P0300,purchase,2026-02-26 05:32:56,S35715,web
U0236,P0195,view,2026-03-24 20:02:53,S95800,tablet
U0346,P0132,purchase,2026-04-12 17:51:43,S70401,mobile
U0751,P0408,add_to_cart,2026-02-10 05:05:44,S81636,web
U0189,P0470,click,2026-03-28 01:13:53,S19742,tablet
U0050,P0392,click,2026-03-13 05:00:21,S92667,mobile
U0070,P0363,view,2026-01-21 07:57:48,S76287,web
U0383,P0031,purchase,2026-04-14 17:45:44,S12061,mobile
